Brand,Year,Fuel_Type,Horsepower,Cylinders,Transmission,Drive_Type,Doors,Vehicle_Size,Highway_MPG,city_mpg,Popularity,Price
BMW,2017,premium unleaded (recommended),335.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,32,21,3916,44450
BMW,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,34,23,3916,38950
BMW,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,35,24,3916,33150
BMW,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,2.0,Compact,33,24,3916,35150
BMW,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,2.0,Compact,33,23,3916,40950
Audi,1990,regular unleaded,162.0,5.0,AUTOMATIC,front wheel drive,4.0,Midsize,20,16,3105,2000
Audi,1990,regular unleaded,162.0,5.0,MANUAL,all wheel drive,4.0,Midsize,22,15,3105,2000
Audi,1990,regular unleaded,162.0,5.0,MANUAL,all wheel drive,4.0,Midsize,23,15,3105,2000
Audi,1991,regular unleaded,217.0,5.0,MANUAL,all wheel drive,4.0,Midsize,22,16,3105,2000
Audi,1991,regular unleaded,217.0,5.0,MANUAL,all wheel drive,4.0,Midsize,22,16,3105,2000
Audi,1991,regular unleaded,162.0,5.0,AUTOMATIC,front wheel drive,4.0,Midsize,20,16,3105,2000
Chrysler,2015,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,36,23,1013,25170
Chrysler,2015,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,36,23,1013,23950
Chrysler,2015,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,29,18,1013,29370
Chrysler,2015,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,36,23,1013,21995
Chrysler,2015,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,36,23,1013,26625
Chrysler,2015,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,29,18,1013,30825
Chrysler,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,36,23,1013,21995
Chrysler,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,36,23,1013,27795
Chrysler,2016,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,29,18,1013,31785
Chrysler,2016,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,29,18,1013,29905
Chrysler,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,36,23,1013,22490
Chrysler,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,36,23,1013,27570
Chrysler,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,36,23,1013,25690
Chrysler,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,36,23,1013,24490
Chrysler,2017,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,28,18,1013,29905
Chrysler,2017,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,28,18,1013,31785
Chrysler,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,36,23,1013,26685
Chrysler,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,36,23,1013,22490
Chrysler,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,36,23,1013,25690
Chrysler,2017,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,28,18,1013,30900
Chrysler,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,36,23,1013,27795
Chrysler,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,36,23,1013,21995
Chrysler,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,36,23,1013,24490
Nissan,1996,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,36,26,2009,2000
Nissan,1996,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,29,21,2009,2000
Nissan,1997,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,29,21,2009,2000
Nissan,1997,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,35,25,2009,2000
Nissan,1998,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,35,25,2009,2000
Nissan,1998,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,28,20,2009,2073
Nissan,1996,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,26,19,2009,3713
Nissan,1996,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,26,19,2009,3520
Nissan,1997,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,26,19,2009,3910
Nissan,1997,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,26,19,2009,4182
Nissan,1997,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,26,19,2009,4107
Nissan,1998,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,25,20,2009,4299
Nissan,1998,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,25,20,2009,4693
Nissan,1998,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,25,20,2009,4107
Volvo,1991,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,26,19,870,2000
Volvo,1991,regular unleaded,114.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,23,18,870,2000
Volvo,1991,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,26,19,870,2000
Volvo,1992,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,26,19,870,2000
Volvo,1992,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,26,19,870,2000
Volvo,1993,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,26,19,870,2000
Volvo,1993,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,25,18,870,2000
Mazda,2012,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,35,29,586,16020
Mazda,2012,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,35,29,586,14530
Mazda,2012,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,34,28,586,16860
Mazda,2012,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,34,28,586,15370
Mazda,2013,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,34,28,586,17050
Mazda,2013,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,34,28,586,15560
Mazda,2013,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,35,29,586,16210
Mazda,2013,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,35,29,586,14720
Mazda,2014,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,34,28,586,17050
Mazda,2014,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,34,28,586,15560
Mazda,2014,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,35,29,586,16210
Mazda,2014,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,35,29,586,14720
BMW,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,30,20,3916,47250
BMW,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,33,22,3916,41850
BMW,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,34,22,3916,43000
BMW,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,30,20,3916,49200
BMW,2017,premium unleaded (required),320.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,30,20,3916,49650
BMW,2017,premium unleaded (required),248.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,33,23,3916,43950
BMW,2015,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,33,22,3916,41950
BMW,2015,premium unleaded (required),335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,33,25,3916,50150
BMW,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,35,23,3916,37500
BMW,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,32,21,3916,43750
BMW,2015,diesel,180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,45,32,3916,39000
BMW,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,33,22,3916,39500
BMW,2015,premium unleaded (required),180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,35,23,3916,34950
BMW,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,30,20,3916,45750
BMW,2015,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,43,31,3916,43450
BMW,2015,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,43,31,3916,41000
BMW,2015,premium unleaded (required),180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,36,24,3916,32950
BMW,2016,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,40,30,3916,41850
BMW,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,33,22,3916,47800
BMW,2016,diesel,180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,42,32,3916,39850
BMW,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,34,22,3916,38350
BMW,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,34,22,3916,40350
BMW,2016,premium unleaded (required),240.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,34,22,3916,38350
BMW,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,34,22,3916,42650
BMW,2016,premium unleaded (required),180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,36,24,3916,33150
BMW,2016,premium unleaded (required),180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,35,23,3916,35150
BMW,2016,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,40,30,3916,44150
BMW,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,33,22,3916,45800
BMW,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,34,23,3916,38750
BMW,2017,premium unleaded (recommended),180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,34,23,3916,35450
BMW,2017,premium unleaded (recommended),180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,35,23,3916,33450
BMW,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,33,23,3916,40750
BMW,2017,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,40,30,3916,42250
BMW,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,33,23,3916,42950
BMW,2017,diesel,180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,42,32,3916,40250
BMW,2017,premium unleaded (recommended),320.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,31,21,3916,49900
BMW,2017,premium unleaded (recommended),320.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,32,21,3916,47900
BMW,2017,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,40,30,3916,44450
Mercedes-Benz,1991,regular unleaded,177.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,19,15,617,2232
Mercedes-Benz,1991,regular unleaded,177.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,20,15,617,2000
Mercedes-Benz,1991,regular unleaded,158.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,22,17,617,2000
Mercedes-Benz,1991,regular unleaded,177.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,20,15,617,2105
Mercedes-Benz,1991,regular unleaded,177.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,18,15,617,2199
Mercedes-Benz,1991,regular unleaded,177.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,22,16,617,2000
Mercedes-Benz,1991,regular unleaded,177.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,19,15,617,2124
Mercedes-Benz,1991,regular unleaded,228.0,6.0,MANUAL,rear wheel drive,2.0,Compact,21,14,617,3552
Mercedes-Benz,1991,regular unleaded,217.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,22,15,617,2179
Mercedes-Benz,1991,diesel,121.0,5.0,AUTOMATIC,rear wheel drive,4.0,Midsize,30,23,617,2000
Mercedes-Benz,1992,diesel,121.0,5.0,AUTOMATIC,rear wheel drive,4.0,Midsize,29,23,617,2000
Mercedes-Benz,1992,regular unleaded,228.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,17,14,617,2377
Mercedes-Benz,1992,regular unleaded,228.0,6.0,MANUAL,rear wheel drive,2.0,Compact,21,15,617,3814
Mercedes-Benz,1992,regular unleaded,177.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,19,15,617,2207
Mercedes-Benz,1992,regular unleaded,177.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,20,15,617,2000
Mercedes-Benz,1992,regular unleaded,217.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,21,15,617,2248
Mercedes-Benz,1992,regular unleaded,177.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,22,16,617,2065
Mercedes-Benz,1992,diesel,148.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,22,18,617,2547
Mercedes-Benz,1992,regular unleaded,177.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,18,15,617,2282
Mercedes-Benz,1992,regular unleaded,158.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,23,18,617,2000
Mercedes-Benz,1993,regular unleaded,177.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,19,15,617,2544
Mercedes-Benz,1993,regular unleaded,217.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,22,17,617,2397
Mercedes-Benz,1993,diesel,121.0,5.0,AUTOMATIC,rear wheel drive,4.0,Midsize,30,23,617,2000
Mercedes-Benz,1993,regular unleaded,228.0,6.0,MANUAL,rear wheel drive,2.0,Compact,21,14,617,4174
Mercedes-Benz,1993,regular unleaded,217.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,22,17,617,2187
Mercedes-Benz,1993,diesel,148.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,22,18,617,2729
Mercedes-Benz,1993,regular unleaded,177.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,19,15,617,2433
Mercedes-Benz,1993,regular unleaded,194.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,23,17,617,2247
Mercedes-Benz,1993,regular unleaded,228.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,18,14,617,2540
Mitsubishi,1997,regular unleaded,218.0,6.0,MANUAL,front wheel drive,2.0,Compact,23,17,436,3941
Mitsubishi,1997,regular unleaded,161.0,6.0,MANUAL,front wheel drive,2.0,Compact,22,17,436,3295
Mitsubishi,1997,regular unleaded,320.0,6.0,MANUAL,all wheel drive,2.0,Compact,22,16,436,6008
Mitsubishi,1998,regular unleaded,320.0,6.0,MANUAL,all wheel drive,2.0,Compact,22,16,436,6710
Mitsubishi,1998,regular unleaded,161.0,6.0,MANUAL,front wheel drive,2.0,Compact,22,17,436,3701
Mitsubishi,1998,regular unleaded,218.0,6.0,MANUAL,front wheel drive,2.0,Compact,23,17,436,4671
Mitsubishi,1999,regular unleaded,218.0,6.0,MANUAL,front wheel drive,2.0,Compact,23,17,436,5306
Mitsubishi,1999,regular unleaded,320.0,6.0,MANUAL,all wheel drive,2.0,Compact,22,16,436,7600
Mitsubishi,1999,regular unleaded,161.0,6.0,MANUAL,front wheel drive,2.0,Compact,22,17,436,4090
Chrysler,2015,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,27,18,1013,37570
Chrysler,2015,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,31,19,1013,31695
Chrysler,2015,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,31,19,1013,38070
Chrysler,2015,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,27,18,1013,44895
Chrysler,2015,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,31,19,1013,35070
Chrysler,2015,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,31,19,1013,42395
Chrysler,2015,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,27,18,1013,34195
Chrysler,2015,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,27,18,1013,40570
Chrysler,2016,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,27,18,1013,38095
Chrysler,2016,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,31,19,1013,35595
Chrysler,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,27,18,1013,45190
Chrysler,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,31,19,1013,32260
Chrysler,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,27,18,1013,37755
Chrysler,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,27,18,1013,41055
Chrysler,2016,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,31,19,1013,36090
Chrysler,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,31,19,1013,42690
Chrysler,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,31,19,1013,38555
Chrysler,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,31,19,1013,35255
Chrysler,2016,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,27,18,1013,38590
Chrysler,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,27,18,1013,34760
Chrysler,2017,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,27,18,1013,41135
Chrysler,2017,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,27,18,1013,45270
Chrysler,2017,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,27,18,1013,38670
Chrysler,2017,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,30,19,1013,38635
Chrysler,2017,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,30,19,1013,36170
Chrysler,2017,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,27,18,1013,38175
Chrysler,2017,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,30,19,1013,32340
Chrysler,2017,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,30,19,1013,42770
Chrysler,2017,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,27,18,1013,34840
Chrysler,2017,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,30,19,1013,35675
Chrysler,2002,premium unleaded (required),250.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,24,16,1013,32065
Chrysler,2002,premium unleaded (required),250.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,24,16,1013,28540
Chrysler,2003,premium unleaded (required),255.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,25,16,1013,32315
Chrysler,2003,regular unleaded,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,25,16,1013,28885
Chrysler,2004,regular unleaded,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,25,16,1013,29185
Chrysler,2004,premium unleaded (required),255.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,25,16,1013,32615
Nissan,1994,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,22,16,2009,2847
Nissan,1994,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,22,16,2009,2488
Nissan,1994,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Compact,22,16,2009,2683
Nissan,1994,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,22,16,2009,2553
Nissan,1995,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Compact,22,16,2009,3049
Nissan,1995,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,22,17,2009,2774
Nissan,1995,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,22,17,2009,2702
Nissan,1995,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,22,17,2009,3101
Nissan,1996,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Compact,22,16,2009,3510
Nissan,1996,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,22,17,2009,3107
